4343,AirAsiaSupport,False,Wed Nov 22 09:59:51 +0000 2017,@116720 Hi Eric .Booking is already confirmed.Thanks-Emir,,4344
4345,AirAsiaSupport,False,Mon Nov 20 08:53:36 +0000 2017,"@116720 Kindly DM us full name,email and flight details. We will get it checked in more details. Thanks - Ed",4344,4346
4347,AirAsiaSupport,False,Fri Nov 17 02:02:01 +0000 2017,"@116720 Hi There, sorry about this. may we have the screenshot of the payment slip to forward to relevant team. Thank you. -Prabu",4346,4348
4349,AirAsiaSupport,False,Thu Nov 16 01:02:12 +0000 2017,"@116720 Hi there, there is no payment transaction has been made on your booking number and it is expired. -Jimy","4350,4348,4351,4352",4353
4565,AirAsiaSupport,False,Tue Oct 31 23:08:14 +0000 2017,"@116784 Hi There, we has respond you via DM, see you there!- Anwar",,4566
5948,AirAsiaSupport,False,Tue Oct 31 23:59:41 +0000 2017,"@117132 Hi Jin Yen, we has respond you via DM, see you there! - Anwar",5949,5950
5951,AirAsiaSupport,False,Wed Nov 01 00:54:34 +0000 2017,"@117132 Hi Jin Yen, we has resend the DM , kindly check , see you there! - Anwar",,5949
5952,AirAsiaSupport,False,Tue Oct 31 15:22:20 +0000 2017,@117132 May we have the booking number you are referring to  Oii? -Yana,5950,5953
5954,AirAsiaSupport,False,Tue Oct 31 23:48:20 +0000 2017,"@117133 Hi There, we has respond you via DM,see you there!- Anwar","5955,5956",5957
5958,AirAsiaSupport,False,Wed Nov 01 08:34:31 +0000 2017,@117133 We believe the case is assisted accordingly. Kindly check your mailbox for the case response. Thanks-Sha,"5960,5961,5962",5956
5959,AirAsiaSupport,False,Wed Nov 01 08:34:26 +0000 2017,"@117133 Hi there, really sorry that you feel this way. We just have to be fair to all of our guests, hence booking rules apply. &gt;&gt;&gt;","5963,5964",5956
5965,AirAsiaSupport,False,Tue Oct 17 01:18:34 +0000 2017,"Hi folks! Great news! To serve you better, we're now available 24/7 in English and Bahasa Melayu for now. More languages coming soon! ^^ https://t.co/PY24OK2kos","5966,5967,5968,5969,5970,5971,5972,5973,5974,5975,5976,5977,5978,5979,5980,5981,5982,5983,5984,5985,5986,5987,5988,5989,5990,5991,5992,5993,5994,5995,5996,5997,5998,5999,6000,6001,6002,6003,6004,6005,6006,6007,6008,6009,6010,6011,6012,6013,6014,6015,6016,6017,6018,6019,6020,6021,6022,6023,6024,6025,6026,6027,6028,6029,6030,6031,6032,6033,6034,6035,6036,6037,6038,6039,6040,6041,6042,6043,6044,6045,6046,6047,6048,6049,6050,6051,6052,6053,6054,6055,6056,6057,6058,6059,6060,6061,6062,6063,6064,6065,6066,6067,6068,6069,6070,6071,6072,6073,6074,6075,6076,6077,6078,6079,6080,6081,6082,6083,6084,6085,6086,6087,6088,6089,6090,6091,6092,6093,6094,6095,6096,6097,6098,6099,6100,6101,6102,6103,6104,6105,6106,6107,6108,6109,6110,6111,6112,6113,6114,6115,6116,6117,6118,6119,6120,6121,6122,6123,6124,6125,6126,6127,6128,6129,6130,6131,6132,6133,6134,6135,6136,6137,6138,6139,6140,6141,6142,6143,6144,6145,6146,6147,6148,6149,6150,6151,6152,6153,6154,6155,6156,6157,6158,6159,6160,6161,6162,6163,6164,6165,6166,6167,6168,6169,6170,6171,6172,6173,6174,6175,6176,6177,6178,6179,6180,6181,6182,6183,6184,6185,6186,6187,6188,6189,6190,6191,6192,6193,6194,6195,6196,6197,6198,6199,6200,6201,6202,6203,6204,6205,5957,6206,6207,6208,6209,6210,6211,6212,6213,6214,6215,6216,6217,6218,6219,6220,6221,6222,6223,6224,6225,6226,6227,6228,6229,6230,6231,6232,6233,6234,6235,6236,6237,6238,6239,6240,6241,6242,6243,6244,6245,6246,6247,6248,6249,6250,6251,6252,6253,6254,6255,6256,6257,6258,6259,6260,6261,6262,6263,6264,6265,6266,6267,6268,6269,6270,6271,6272,6273,6274,6275,6276,6277,6278,6279,6280,6281,6282,6283,6284,6285,6286,6287,6288,6289,6290,6291,6292,6293,6294,6295,6296,6297,6298,6299,6300,6301,6302,6303,6304,6305,6306,6307,6308,6309,6310,6311,6312,6313,6314,6315,6316,6317,6318,6319,6320,6321,6322,6323,6324,6325,6326,6327,6328,6329,6330,6331,6332,6333,6334,6335,6336,6337,6338,6339,6340,6341,6342,6343,6344,6345,6346,6347,6348,6349,6350,6351,6352,6353,6354,6355,6356,6357,6358,6359,6360,6361,6362,6363,6364,6365,6366,6367,6368,6369,6370,6371,6372,6373,6374,6375,6376,6377,6378,6379,6380,6381,6382,6383,6384,6385,6386,6387,6388,6389,6390,6391,6392,6393,6394,6395,6396,6397,6398,6399,6400,6401,6402,6403,6404,6405,6406,6407,6408,6409,6410,6411,6412,6413,6414,6415,6416,6417,6418,6419,6420,6421,6422,6423,6424,6425,6426,6427,6428,6429",
8394,AirAsiaSupport,False,Mon Nov 13 06:20:10 +0000 2017,"@117480 Hi there, we have received your documents and we will responded accordingly. -Jimy",8395,8396
8399,AirAsiaSupport,False,Sun Nov 19 02:51:00 +0000 2017,"@117480 &gt;&gt; with the PIR and we will investigate further regarding this issue, thanks. -Jimy",8400,8398
8401,AirAsiaSupport,False,Sun Nov 19 05:37:11 +0000 2017,@117480 Do you have the case number for us to check on your case accordingly.- Ed,8402,8400
8403,AirAsiaSupport,False,Sun Nov 19 05:54:53 +0000 2017,"@117480 As per checking ,.The team is currently processing the case,Please allow the team some time to process and inform you back.Thanks",8404,8402
8405,AirAsiaSupport,False,Sun Nov 19 06:05:54 +0000 2017,"@117480 When submitting a case with attachment, Click on ""Submit and Attach Files"". Please ensure the ""Upload Files"" is clicked. Thanks-Ed",8406,8404
8407,AirAsiaSupport,False,Sun Nov 19 06:12:47 +0000 2017,@117480 The team will check accordingly and you will be updated via email. We appreciate your patience and understanding - Ed,,8406
8408,AirAsiaSupport,False,Sun Nov 12 22:49:31 +0000 2017,@117480 &gt;&gt; Have a good day. :) -Amie,8396,8409
8410,AirAsiaSupport,False,Sun Nov 12 13:31:48 +0000 2017,@117480 Sorry but we are unable to check on the link send. Submit a web form https://t.co/yUyvTZDtHT and the relevant team will assist.,8409,8411
8412,AirAsiaSupport,False,Sun Nov 12 07:16:23 +0000 2017,@117480 Please be informed that case is being actively managed.Once they have received your reply .It will be reopened.Thanks-Emir,8411,8413
8414,AirAsiaSupport,False,Sun Nov 12 00:29:48 +0000 2017,"@117480 Case has been closed as it has been replied, Shailendra. You have to submit another E-form to reply. Thank you. -Miza",8413,8415
11938,AirAsiaSupport,False,Wed Nov 01 01:08:30 +0000 2017,"@118346 Hi Sunil, this is India domestic flight, which is each passenger entitled for 15 KG check in baggage and 7 KH cabin baggage. -Sha",,11939
11940,AirAsiaSupport,False,Wed Nov 01 01:08:22 +0000 2017,@118347 Gender correction done :) See you on board soon!- Anwar,11941,11942
11943,AirAsiaSupport,False,Wed Nov 01 05:33:08 +0000 2017,"@118347 You seem all set for your travel then, wish you an amazing flight :) Thanks-Sha",,11941
11944,AirAsiaSupport,False,Tue Oct 31 21:58:49 +0000 2017,@118347 May we have the passengers name for gender correction Teo? =) Yana,11942,6333
11945,AirAsiaSupport,False,Wed Nov 01 01:05:53 +0000 2017,"@118348 Hi Apis, salutation correction done for this booking FF2Z4L. Please check your mailbox for the revised itinerary. Thanks- Mariya",,11946
11947,AirAsiaSupport,False,Wed Nov 01 01:01:49 +0000 2017,@118349 Hi There :) Name correction done! See you on board soon- Anwar,11948,11949
11950,AirAsiaSupport,False,Wed Nov 01 04:31:02 +0000 2017,@118349 You are most welcome =),,11948
11951,AirAsiaSupport,False,Tue Oct 31 16:58:12 +0000 2017,@118349 what we can do for you =) Yana,11949,11952
12425,AirAsiaSupport,False,Wed Nov 01 01:29:31 +0000 2017,@118480 You may follow up these two cases 00158962 and 00253189. Please note that this process may take up to 30 working days. -Sha,,12426
12427,AirAsiaSupport,False,Wed Nov 01 01:29:07 +0000 2017,"@118480 Hi Dwi, As we check there is multiple cases under same booking. And your cases are in progress. &gt;&gt;&gt;",,12426
12428,AirAsiaSupport,False,Wed Nov 01 01:24:28 +0000 2017,@118481 &gt;&gt;at Bag Drop counter put a bag tag to your check-in bags to avoid such issue again. Thanks for your patience. -Floi,,12429
12431,AirAsiaSupport,False,Tue Oct 31 12:32:40 +0000 2017,@118481 As the team will not accept baggage that is not properly tagged. Thank you and have a great day  -Ed,12429,12432
12433,AirAsiaSupport,False,Tue Oct 31 09:55:23 +0000 2017,"@118481 Hi Nadia, may we have the booking number to check? -Miza",12432,12434
12430,AirAsiaSupport,False,Wed Nov 01 01:24:02 +0000 2017,"@118481 There should be a bag tag when you check it in, you can either print out during web check-in or ensure that the Staff &gt;&gt;",,12429
12435,AirAsiaSupport,False,Wed Nov 01 01:23:53 +0000 2017,"@118482 Hi There, we has respond you by DM,see you there! - Anwar",,12436
12437,AirAsiaSupport,False,Wed Nov 01 01:18:07 +0000 2017,@118483 &gt;&gt;to the relevant team for investigation. Do submit an official feedback too via our eForm for further assistance. Thanks.-Floi,,12438
12439,AirAsiaSupport,False,Wed Nov 01 01:17:31 +0000 2017,"@118483 Oh no! Sincerest apologies for that, the Crew will definitely have the meal investigated and we'll also forward the feedback &gt;&gt;",,12438
12440,AirAsiaSupport,False,Wed Nov 01 01:16:17 +0000 2017,@118484 &gt;&gt;to applicable fees. Thanks. -Floi,12441,12442
12443,AirAsiaSupport,False,Wed Nov 01 05:41:08 +0000 2017,"@118484 Hi There, we has respond you via DM , see you there!- Anwar",,12441
12446,AirAsiaSupport,False,Tue Oct 31 14:05:35 +0000 2017,@118484 May we know did you mean you want to depart at 22nd Nov?  Thanks-Emir,12442,12447
12448,AirAsiaSupport,False,Tue Oct 31 13:48:54 +0000 2017,"@118484 Dear Ian, there are no charges since the booking has been rescheduled. Please provide us your preferred time and date . Refer&gt;","12449,12447",12450
12444,AirAsiaSupport,False,Wed Nov 01 01:16:07 +0000 2017,"@118484 &gt;&gt;If you'd like to make a flight change, you may do that online via Manage my Booking up to 48 hours before departure subject&gt;&gt;",,12442
12445,AirAsiaSupport,False,Wed Nov 01 01:15:43 +0000 2017,"@118484 Sorry for the confusion, Ian. The retime was actually just 15 mins and the connection of the flights are still possible. &gt;&gt;",,12442
12452,AirAsiaSupport,False,Wed Nov 01 01:15:33 +0000 2017,"@118485 Hi there, we have replied via DM. Kindly check your inbox. Thanks-Sha",,12453
12897,AirAsiaSupport,False,Wed Nov 01 01:43:05 +0000 2017,"@118609 Hi there, we have assisted you via DM. Kindly check your inbox. Thanks-Sha",,12898
12899,AirAsiaSupport,False,Wed Nov 01 01:32:32 +0000 2017,"@118610 Good day to you, Mint. How may we assist you? Thanks-Sha",,12900
13800,AirAsiaSupport,False,Wed Nov 01 02:13:53 +0000 2017,"@118892 Hi There, we has respond you by DM, see you there! - Anwar",13801,13802
13803,AirAsiaSupport,False,Wed Nov 01 02:12:31 +0000 2017,@118893 Apologize for the inconvenience caused. May we know your booking number please ? Thank you- Mariya,13804,13805
13806,AirAsiaSupport,False,Wed Nov 01 06:26:51 +0000 2017,@118893 &gt;&gt;  seat on the same value and row. Thank you - Fam,13809,13804
13807,AirAsiaSupport,False,Wed Nov 01 06:26:19 +0000 2017,"@118893 &gt;&gt; We're sorry as your original pre-book seat has been occupied, how ever we can see you has been reassigned to the &gt;&gt;",,13804
13808,AirAsiaSupport,False,Wed Nov 01 06:25:58 +0000 2017,"@118893 Hi Liju, sorry for inconvenience as the flight was delayed due to operational requirement as guest safety is our priority. &gt;&gt;",,13804
13810,AirAsiaSupport,False,Wed Nov 01 02:09:59 +0000 2017,"@118895 you can do it here via DM. Let us know your desired add ons,for whom,which sector and you will be assisted accordingly =) Mariya",,13811
13812,AirAsiaSupport,False,Wed Nov 01 02:07:11 +0000 2017,"@118896 Hi Aot,Good day to you . How may we assist you ?Thanks-Mariya",,13813
14249,AirAsiaSupport,False,Wed Nov 01 02:23:00 +0000 2017,"@119027 Hi There, we has respond you via DM. see you there!- Anwar","14250,14251",14252
14253,AirAsiaSupport,False,Wed Nov 01 07:10:15 +0000 2017,"@119027 &gt;&gt; state one name, it's shouldn't be a problem anyway. :) hope this clarify you. Have a good day. - Fam",,14251
14254,AirAsiaSupport,False,Wed Nov 01 07:09:58 +0000 2017,"@119027 Hi Christina, we have checked your booking , just for your info, the name repeated twice because of in the passport just &gt;&gt;",,14251
14255,AirAsiaSupport,False,Wed Nov 01 02:21:01 +0000 2017,"@119028 Sure, Chaithanya. Kindly DM us the booking number. We will get it checked and advise accordingly. Thanks-Sha",14256,14257
14258,AirAsiaSupport,False,Wed Nov 01 02:17:24 +0000 2017,"@119029 Hi there, is it okay we assist you in English? Thanks-Sha",,14259
14260,AirAsiaSupport,False,Wed Nov 01 02:15:30 +0000 2017,"@119030 Hi Yusof, how may we help you today? Any booking number to check? - Fam",,14261
14644,AirAsiaSupport,False,Wed Nov 01 02:42:57 +0000 2017,"@119141 We have resent the itinerary to your email, Teya. Yes, baggage and seats was assisted accordingly. Thanks-Sha",,14645
14646,AirAsiaSupport,False,Tue Oct 31 18:07:15 +0000 2017,@119141 We have forwarded this to the team and you will receive the revised itinerary once done ya Teya =) Yana,"14645,14647",14648
14649,AirAsiaSupport,False,Tue Oct 31 15:04:34 +0000 2017,@119141 provide us your preferred time and we will have it sorted for you =) Yana,14648,14650
14651,AirAsiaSupport,False,Tue Oct 31 01:11:02 +0000 2017,"@119141 Hi Teya , Could you provide us the booking number for further checking. We will advise you accordingly. Thanks - Khairul",14650,14652
14656,AirAsiaSupport,False,Wed Nov 01 02:41:44 +0000 2017,"@119142 &gt;&gt;and contact number via DM, Thank you- Mariya",,14657
14658,AirAsiaSupport,False,Wed Nov 01 02:41:34 +0000 2017,"@119142 Hi Vinod, Apologize for the inconvenience caused, Appreciate you able provide us your booking number &gt;&gt;",14659,14657
14660,AirAsiaSupport,False,Tue Nov 07 08:52:37 +0000 2017,"@119142 Sorry for the inconvenience, kindly provide us with your case number. We will follow up on it accordingly. Thanks - Ed",14661,14659
14662,AirAsiaSupport,False,Tue Nov 07 11:05:15 +0000 2017,"@119142 Dear Vinod, our team is still reviewing your case. You will be responded to accordingly via email once done -Yana",,14661
15170,AirAsiaSupport,False,Wed Nov 01 02:58:42 +0000 2017,@119310 They must travel from the point of origin to the final destination. Thanks-Sha,,15171
15172,AirAsiaSupport,False,Wed Nov 01 02:58:35 +0000 2017,@119310 at the transit point nor join the flight at the transit point. &gt;&gt;&gt;,,15171
15173,AirAsiaSupport,False,Wed Nov 01 02:58:24 +0000 2017,"@119310 For your information, due to the fly thru travel policy, guests are not allowed to break their journey &gt;&gt;&gt;",,15171
15174,AirAsiaSupport,False,Wed Nov 01 02:58:07 +0000 2017,@119310 May we know the prefer flight details you would like to change? &gt;&gt;&gt;,,15171
15175,AirAsiaSupport,False,Wed Nov 01 02:57:53 +0000 2017,"@119310 Sure, Rohit. Due to AirAsia re-time the flight we can offer you free one time flight change. &gt;&gt;&gt;",,15171
15177,AirAsiaSupport,False,Wed Nov 01 02:55:34 +0000 2017,"@119141 We have resent the itinerary to your email, Teya. Yes, baggage and seats was assisted accordingly. Thanks-Sha",,14647
15178,AirAsiaSupport,False,Wed Nov 01 02:55:31 +0000 2017,"@119311 Hi There,we has respond you via DM, see you there!- Anwar",15179,15180
15181,AirAsiaSupport,False,Wed Nov 01 08:23:39 +0000 2017,"@119311 Hi Shivanshu, can you please DM us for acknowledgement first and we will forward the message again. Thanks you :) - Fam",,15179
15186,AirAsiaSupport,False,Wed Nov 01 02:51:47 +0000 2017,"@119314 That's great Feancy, we are glad you got it sorted. Thank you for your patience and have a great day – Mariya",,15187
15188,AirAsiaSupport,False,Tue Oct 31 09:58:01 +0000 2017,"@119314 Hi there, Feancy! How may we assist you with your booking? -Miza",15187,15189
15183,AirAsiaSupport,False,Wed Nov 01 03:13:25 +0000 2017,@119312 Hi Aayush. We had respond you via DM. Thanks – Mariya,,15182
15574,AirAsiaSupport,False,Wed Nov 01 03:05:19 +0000 2017,"@119435 Hi Eiji, is it okay we assist you in English? Thanks-Sha",,15575
15576,AirAsiaSupport,False,Wed Nov 01 03:04:12 +0000 2017,@119436 Can we have your booking number? We will check manually for you from our end. Thanks-Sha,"15577,15578",15579
15580,AirAsiaSupport,False,Wed Nov 01 03:40:49 +0000 2017,"@119437 Hi There, we has respond you via DM, see you there!- Anwar",,15577
15581,AirAsiaSupport,False,Wed Nov 01 03:03:50 +0000 2017,"@119436 Hi Diany, at the moment fee and charge website is under maintenance. &gt;&gt;&gt;",,15579
16063,AirAsiaSupport,False,Wed Nov 01 03:28:54 +0000 2017,"@119525 Hi Tohplatu, kindly tweet us in English or you may contact Thailand Call Centre +66 2 515 9999 for further assistance. Thanks -Mar",,16064
16377,AirAsiaSupport,False,Wed Nov 01 03:44:48 +0000 2017,"@119603 Hi There,kindly DM us your booking number for us to assist you further :) - Anwar",16378,16379
16380,AirAsiaSupport,False,Wed Nov 01 04:21:24 +0000 2017,"@119603 Hi Amran, we has respond you via DM, see you there!- Anwar",,16378
16381,AirAsiaSupport,False,Wed Nov 01 03:32:21 +0000 2017,@119604 You're most welcome. Do let us know if any further assistance is needed. Thank you and have a great day-Mariya,,16382
16385,AirAsiaSupport,False,Wed Nov 01 03:30:26 +0000 2017,@119605 we are terribly sorry for the inconvenience. Try uninstall and reinstall said app. It should be working fine =)- Mariya,,16386
17117,AirAsiaSupport,False,Wed Nov 01 04:08:52 +0000 2017,@119774 we have replied you via DM.Thanks-Emir,17118,17119
17120,AirAsiaSupport,False,Wed Nov 01 04:04:54 +0000 2017,@119775 &gt;&gt;  at airport Duty free with seal only be allow to carry.Thanks- Mariya,,17121
17123,AirAsiaSupport,False,Fri Oct 27 02:51:05 +0000 2017,"@119775 &gt;&gt;staff during bag drop, so they're getting away with it. But technically, they're not allowed to be checked-in. Thanks. -Floi","17121,17124",17125
17127,AirAsiaSupport,False,Thu Oct 26 15:48:25 +0000 2017,"@119775 Hi There, it is not advisable to bring as check in item as the risk to be broken is there,hope it clarify- Thanks- Anwar",17125,17128
17129,AirAsiaSupport,False,Thu Oct 26 02:19:01 +0000 2017,"@119775 Hi Prerak, the advise is actually correct. Please get the Sealed Bag from the Duty Free shop if you wish to bring in bottled liquids. -Floi",17128,17130
17122,AirAsiaSupport,False,Wed Nov 01 04:04:36 +0000 2017,@119775 Sorry advice by @1105 only apply their policy. Therefore we strictly not allow check in of said item. However for item purchase&gt;,17131,17121
17132,AirAsiaSupport,False,Wed Nov 01 04:00:42 +0000 2017,@119775 Article 8 ttp://tinyurl.com/y9bhaq6w this is strictly not advisable. Thank-Sha,,17124
17133,AirAsiaSupport,False,Wed Nov 01 04:00:36 +0000 2017,"@119775 We sincerely apologies for the inconvenience caused, however based on AirAsia terms and conditions, &gt;&gt;&gt;",,17124
17134,AirAsiaSupport,False,Wed Nov 01 04:00:21 +0000 2017,"@119775 Hi Prerak, As we can see the screen shot is clearly from IndiaGo which is advisable from their terms.&gt;&gt;&gt;",,17124
17486,AirAsiaSupport,False,Wed Nov 01 04:17:05 +0000 2017,@119873 we have replied you via DM.Thanks-Emir,,17487
18080,AirAsiaSupport,False,Wed Nov 01 05:12:45 +0000 2017,"@120017 Hi Amir, Appreciate you able provide us booking number? For us check further . Thank you- Mariya",,18081
18082,AirAsiaSupport,False,Wed Nov 01 05:11:19 +0000 2017,"@120018  Hi There,how may we assist you in here? - Anwar",,18083
18084,AirAsiaSupport,False,Wed Nov 01 05:10:59 +0000 2017,"@120019 Hi Syed, we have assisted you via DM, kindly check your inbox. Thanks-Sha",,18085
18087,AirAsiaSupport,False,Wed Nov 01 05:10:08 +0000 2017,"@120020 Hi Yeo, Appreciate you able provide us the booking number ? for us checking further. Thank you- Mariya",18088,18089
18090,AirAsiaSupport,False,Wed Nov 01 05:34:03 +0000 2017,"@120020 Noted on this. You seem all set for your travel then, wish you an amazing flight :) -Thanks-Sha",,18088
18362,AirAsiaSupport,False,Wed Nov 01 05:27:18 +0000 2017,@120079 Is there any booking number to check? Thanks-Sha,,18363
18364,AirAsiaSupport,False,Wed Nov 01 05:26:58 +0000 2017,"@120079 Our sincere apologies on late reply, Lyn. Kindly elaborate further about your concern in order for us to assist you. Thanks-Sha",,18363
18365,AirAsiaSupport,False,Wed Nov 01 05:20:57 +0000 2017,"@120080 Hi Mary, kindly DM us your booking number for us to check further :) Anwar",,18366
18367,AirAsiaSupport,False,Wed Nov 01 05:19:15 +0000 2017,"@120081 Hi Hoon, we has respond via DM, see you there!- Anwar",,18368
18659,AirAsiaSupport,False,Wed Nov 01 05:37:51 +0000 2017,@120158 Good day to you. How may we assist you? Thank-Sha,,18660
18662,AirAsiaSupport,False,Wed Nov 01 05:34:51 +0000 2017,"@120159 Hi There, we has respond you via DM, see you there!- Anwar",,18663
18857,AirAsiaSupport,False,Wed Nov 01 05:59:08 +0000 2017,"@120212 Hi Dayana, we do resend itinerary to __email__, can you please check your email. :) have a good day - Fam",,18858
18860,AirAsiaSupport,False,Wed Nov 01 05:52:18 +0000 2017,"@120213 Hi Jo's, we don't allow cancellation as payment made is non-refundable, but may we have your booking number? - Fam",18861,18862
18863,AirAsiaSupport,False,Wed Nov 01 06:18:08 +0000 2017,"@120213 Hi Jo, You may however request for an airport tax refund via https://t.co/yUyvTZDtHT and the team will assist to process.-Emir",18864,18861
18866,AirAsiaSupport,False,Wed Nov 01 09:57:48 +0000 2017,"@120213 Oh, sorry about that. Maria. Hope you have a great day. Take care! -Miza",18867,18865
19390,AirAsiaSupport,False,Wed Nov 01 06:26:02 +0000 2017,@120307 Hi Nahledge. Once the booking is within 48 hours and checked in. Booking split cannot be done .Thanks-Emir,,19391
19395,AirAsiaSupport,False,Wed Nov 01 06:22:37 +0000 2017,@120308 Yes correct as we don't provide any cargo service for pets- Thanks - Anwar,19396,19397
19398,AirAsiaSupport,False,Tue Oct 31 21:29:13 +0000 2017,@120308 Sorry but we do not carry pets/animal on all our flights Siaw.  -Yana,19397,19399
19400,AirAsiaSupport,False,Wed Nov 01 06:16:05 +0000 2017,"@120309 Yes sure and we will do our best, Thanks for your support!  Thanks- Anwar",19401,19402
19403,AirAsiaSupport,False,Wed Nov 01 09:19:01 +0000 2017,@120309 You are most welcome Sanjay! =) -Emir,,19401
19406,AirAsiaSupport,False,Sun Nov 05 14:07:41 +0000 2017,"@120309 Dear Sanjay, flight has been duly moved as per your request . Check your email for the revised itinerary =) Yana",19407,19405
19408,AirAsiaSupport,False,Sun Nov 05 14:59:44 +0000 2017,@120309 &gt;&gt;system. Appreciate you able Dm us your case number for request request. Thanks- Mariya,19410,19407
19411,AirAsiaSupport,False,Sun Nov 05 16:00:12 +0000 2017,"@120309 As we can see case 163563 booking number GQG43E, said team already done progress refund to card *0543 on 3 Nov 2017. Thanks-M",19412,19410
19409,AirAsiaSupport,False,Sun Nov 05 14:59:35 +0000 2017,"@120309 Sorry for inconvenience and confusion, the case number you provided 106555 was similar to the case number generated by our &gt;&gt;",,19407
19413,AirAsiaSupport,False,Wed Nov 01 01:44:28 +0000 2017,"@120309 Sorry for the delay, Sanjay. The case is in progress and you'll be updated once it's validated and processed. Thanks for your patience.-Floi",19402,19414
19949,AirAsiaSupport,False,Wed Nov 01 06:42:51 +0000 2017,"@120378 Hi There, we has respond you via DM, see you there!- Anwar",,19950
19951,AirAsiaSupport,False,Wed Nov 01 06:40:09 +0000 2017,"@120379 Sorry for the inconvenience, Gauri. May we have the preferred move flight date and time? -Miza",19952,19953
19955,AirAsiaSupport,False,Wed Nov 01 06:59:22 +0000 2017,@120379 Please confirm your move to QZ508 26NOV17 DPS-SIN 17:35-20:15.Thanks-Emir,"19956,19957",19954
19958,AirAsiaSupport,False,Wed Nov 01 07:23:39 +0000 2017,"@120379 Hi Gauri, we have moved your flight as an order. Please check your mailbox for updated itinerary . Have a good day :) - Fam",,19956
19959,AirAsiaSupport,False,Wed Nov 01 06:33:45 +0000 2017,"@120380 Our pleasure, Aulia. Take care and have a great day ahead! :) -Miza",,19960
19961,AirAsiaSupport,False,Wed Nov 01 06:32:35 +0000 2017,"@120381 We will assist you via DM, Harpalsinh. :) -Miza",,19962
20216,AirAsiaSupport,False,Wed Nov 01 06:56:59 +0000 2017,"@120448 Hi Sandipan, how may we assist you? :) - Fam",20217,20218
20219,AirAsiaSupport,False,Wed Nov 01 07:16:28 +0000 2017,"@120448 Sure sandipan, We are always here to help =) . -Emir",,20217
20221,AirAsiaSupport,False,Sun Nov 12 23:34:32 +0000 2017,"@120448 Correction done, Sandipan. Check out your mailbox for the revised itinerary! :) -Miza",20222,20220
20223,AirAsiaSupport,False,Mon Nov 13 08:28:41 +0000 2017,@120448 You are most welcome. Have a pleasant day :) - Nod,,20222
20719,AirAsiaSupport,False,Wed Nov 01 07:13:53 +0000 2017,@120527 you are not allowed to substitute the passenger named in the confirmed booking with another passenger’s name. Thanks-Sha,,20720
20721,AirAsiaSupport,False,Wed Nov 01 07:13:42 +0000 2017,"@120527 Sincerely apologies, Vinci Once a booking number has been issued, &gt;&gt;",,20720
20722,AirAsiaSupport,False,Wed Nov 01 07:05:09 +0000 2017,"@120528 We have replied to your DM, Cheska. :) -Miza",,20723
20926,AirAsiaSupport,False,Wed Nov 01 07:29:48 +0000 2017,@120595 Our sincere apologies on late reply. As we check you have added 25 KG already. &gt;&gt;&gt;,20927,20928
20929,AirAsiaSupport,False,Thu Nov 02 03:11:13 +0000 2017,@120595 That great. :D have a safe flight. -Fam,,20927
